customerID,split
4195-SMMNX,train
9647-ERGBE,train
4320-QMLLA,train
3956-MGXOG,train
9435-JMLSX,train
0187-QSXOE,train
3170-NMYVV,train
6036-TTFYU,train
6199-IPCAO,train
6110-OHIHY,train
7563-BIUPC,train
1293-HHSHJ,train
0872-JCPIB,train
0641-EVBOJ,train
0428-AXXLJ,train
2344-JMOGN,train
4671-VJLCL,train
9503-XJUME,train
4750-UKWJK,train
4201-JMNGR,train
8822-KNBHV,train
4718-DHSMV,train
8468-EHYJA,train
6614-YWYSC,train
8910-LEDAG,train
9220-CXRSC,train
8070-AAWZP,train
9470-YFUYI,train
8904-OPDCK,train
7869-ZYDST,train
4350-ZTLPI,train
2123-VSCOT,train
4827-DPADN,train
3058-WQDRE,train
0082-LDZUE,train
0248-IPDFW,train
1357-MVDOZ,train
1565-RHDJD,train
0691-JVSYA,train
4785-NKHCX,train
0464-WJTKO,train
3446-QDSZF,train
8561-NMTBD,train
3961-SXAXY,train
2481-SBOYW,train
4018-KJYUY,train
4929-BSTRX,train
8630-QSGXK,train
7876-AEHIG,train
5143-EGQFK,train
7244-KXYZN,train
1324-NLTJE,train
6333-YDVLT,train
0829-DDVLK,train
7014-ZZXAW,train
0620-DLSLK,train
7825-ECJRF,train
7508-SMHXL,train
4800-VHZKI,train
8665-UTDHZ,train
1708-PBBOA,train
9764-REAFF,train
2418-TPEUN,train
3129-AAQOU,train
0991-BRRFB,train
1415-YFWLT,train
9227-YBAXE,train
4250-FDVOU,train
8380-MQINP,train
8512-WIWYV,train
3084-DOWLE,train
2692-BUCFV,train
3372-CDXFJ,train
1395-WSWXR,train
8565-HBFNN,train
7754-IXRMC,train
5562-YJQGT,train
1163-VIPRI,train
9490-DFPMD,train
3393-FMZPV,train
8746-OQQRW,train
3530-CRZSB,train
7105-BENQF,train
7568-PODML,train
6479-OAUSD,train
0017-DINOC,train
2636-ALXXZ,train
8809-RIHDD,train
8984-EYLLL,train
4355-CVPVS,train
9799-CAYJJ,train
2530-FMFXO,train
7746-AWNQW,train
1455-UGQVH,train
3192-LNKRK,train
4817-QRJSX,train
9904-EHEVJ,train
7742-MYPGI,train
5055-MGMGF,train
9730-DRTMJ,train
7519-JTWQH,train
9253-VIFJQ,train
5829-NVSQN,train
3468-DRVQJ,train
4192-GORJT,train
0824-VWDPO,train
2018-QKYGT,train
0308-GIQJT,train
1591-NFNLQ,train
2516-XSJKX,train
6481-OGDOO,train
2946-KIQSP,train
2333-KWEWW,train
9699-UBQFS,train
4486-EFAEB,train
1334-FJSVR,train
4592-IWTJI,train
6572-ADKRS,train
5177-RVZNU,train
3190-FZATL,train
5828-DWPIL,train
5494-HECPR,train
7326-RIGQZ,train
6439-GTPCA,train
6210-KBBPI,train
7077-XJMET,train
9086-YJYXS,train
2040-VZIKE,train
9631-XEYKE,train
5780-INQIK,train
2026-TGDHM,train
1270-XKUCC,train
3569-JFODW,train
4716-MRVEN,train
2576-HXMPA,train
9290-SHCMB,train
7073-QETQY,train
3420-ZDBMA,train
4827-LTQRJ,train
1498-DQNRX,train
7508-DQAKK,train
6179-GJPSO,train
7542-CYDDM,train
9795-NREXC,train
3234-VKACU,train
3227-WLKLI,train
1602-IJQQE,train
2144-BFDSO,train
3284-SVCRO,train
7552-KEYGT,train
4626-OZDTJ,train
4628-CTTLA,train
9127-FHJBZ,train
5756-JYOJT,train
7554-NEWDD,train
8375-KVTHK,train
0701-RFGFI,train
0114-IGABW,train
4683-WYDOU,train
5788-YPOEG,train
2321-OMBXY,train
2672-DZUOY,train
1656-DRSMG,train
5240-IJOQT,train
6064-PUPMC,train
8250-ZNGGW,train
6688-UZPWD,train
7740-BTPUX,train
6072-NUQCB,train
6586-PSJOX,train
4006-HKYHO,train
3423-HHXAO,train
6362-QHAFM,train
8348-HFYIV,train
0939-EREMR,train
3774-VBNXY,train
8050-DVOJX,train
8715-KKTFG,train
8292-TYSPY,train
7924-GJZFI,train
3346-BRMIS,train
7789-HKSBS,train
8631-NBHFZ,train
1641-RQDAY,train
9770-LXDBK,train
1871-MOWRM,train
5834-ASPWA,train
2079-FBMZK,train
2122-YWVYA,train
8218-FFJDS,train
1891-UAWWU,train
8016-ZMGMO,train
9028-LIHRP,train
3908-MKIMJ,train
1265-XTECC,train
2731-GJRDG,train
9828-AOQLM,train
6369-MCAKO,train
5087-SUURX,train
1921-KYSAY,train
4913-EHYUI,train
4891-NLUBA,train
8902-ZEOVF,train
5565-FILXA,train
8734-FNWVH,train
4130-MZLCC,train
3977-QCRSL,train
1767-TGTKO,train
0611-DFXKO,train
5202-IVJNU,train
1626-ERCMM,train
5696-EXCYS,train
6549-NNDYT,train
1839-FBNFR,train
5641-DMBFJ,train
7315-WYOAW,train
7011-CVEUC,train
2003-CKLOR,train
6207-WIOLX,train
4391-RESHN,train
4616-ULAOA,train
4293-ETKAP,train
7931-PXHFC,train
2332-EFBJY,train
8519-IMDHU,train
3884-HCSWG,train
4116-TZAQJ,train
5482-VXSXJ,train
4685-TFLLS,train
2725-IWWBA,train
0356-OBMAC,train
1427-VERSM,train
8246-SHFGA,train
9575-IWCAZ,train
2739-CACDQ,train
4538-WNTMJ,train
7570-WELNY,train
3677-TNKIO,train
7047-FWEYA,train
1981-INRFU,train
8861-HGGKB,train
1000-AJSLD,train
0757-WCUUZ,train
2252-NKNSI,train
9430-FRQOC,train
2560-WBWXF,train
6082-GLJIX,train
4238-HFHSN,train
4381-MHQDC,train
4890-VMUAV,train
8402-OOOHJ,train
3407-QGWLG,train
4893-GYUJU,train
6195-MELTI,train
2296-DKZFP,train
9975-GPKZU,train
0939-YAPAF,train
3223-DWFIO,train
2380-DAMQP,train
3191-CSNMG,train
5914-DVBWJ,train
4778-IZARL,train
4697-LUPSU,train
6034-ZRYCV,train
7580-UGXNC,train
3957-HHLMR,train
2626-URJFX,train
8931-GJJIQ,train
0640-YJTPY,train
8169-SAEJD,train
2660-EMUBI,train
6122-LJADA,train
7739-LAXOG,train
9467-ROOLM,train
0203-HHYIJ,train
2884-GBPFB,train
2002-MZHWP,train
5989-AXPUC,train
1407-DIGZV,train
0268-QKIWO,train
8065-YKXKD,train
4424-TKOPW,train
2725-KXXWT,train
6416-TVAIH,train
0238-WHBIQ,train
3118-UHVVQ,train
4397-FRLTA,train
6603-QWSPR,train
1442-OKRJE,train
9845-QOMAD,train
6413-XKKPU,train
3002-WQZWT,train
5275-PMFUT,train
8309-PPCED,train
5918-VUKWP,train
9974-JFBHQ,train
7771-ZONAT,train
6010-DDPPW,train
4476-OSWTN,train
8563-OYMQY,train
1722-LDZJS,train
7284-ZZLOH,train
4366-CTOUZ,train
8040-MNRTF,train
6974-DAFLI,train
1422-DGUBX,train
8388-DMKAE,train
4765-OXPPD,train
7780-OTDSO,train
8084-OIVBS,train
1373-ORVIZ,train
5193-QLVZB,train
7639-SUPCW,train
6360-SVNWV,train
1728-CXQBE,train
1764-VUUMT,train
1552-CZCLL,train
6521-YYTYI,train
1468-DEFNC,train
6017-PPLPX,train
4365-MSDYN,train
0107-WESLM,train
7703-ZEKEF,train
1563-IWQEX,train
3282-ZISZV,train
9259-PACGQ,train
7465-ZZRVX,train
3055-OYMSE,train
2812-ENYMO,train
7526-IVLYU,train
9801-NOSHQ,train
3186-AJIEK,train
6007-TCTST,train
6368-NWMCE,train
1899-VXWXM,train
9909-IDLEK,train
1265-ZFOSD,train
7120-RFMVS,train
8050-XGRVL,train
2878-RMWXY,train
8972-HJWNV,train
2249-YPRNG,train
7551-JOHTI,train
6000-UKLWI,train
6427-FEFIG,train
2565-JSLRY,train
7964-VEXDG,train
6242-MBHPK,train
8465-SBRXP,train
6181-AXXYF,train
7945-HLKEA,train
3315-TOTBP,train
2868-SNELZ,train
0221-WMXNQ,train
1855-AGAWH,train
6087-MVHJH,train
9796-MVYXX,train
8999-EXMNO,train
2706-QZIHY,train
6817-WTYHE,train
0723-VSOBE,train
0052-DCKON,train
0655-YDGFJ,train
1872-EBWSC,train
1135-LMECX,train
7274-RTAPZ,train
0442-TDYUO,train
8267-ZNYVZ,train
7176-WRTNX,train
2194-IIQOF,train
4062-HBMOS,train
6260-XLACS,train
6769-DCQLI,train
8071-SBTRN,train
2661-GKBTK,train
9639-BUJXT,train
5832-TRLPB,train
8755-OGKNA,train
5188-HGMLP,train
8079-XRJRS,train
1271-SJBGZ,train
5175-WLYXL,train
7131-ZQZNK,train
6689-VRRTK,train
2632-UCGVD,train
8165-CBKXO,train
3969-GYXEL,train
3186-BAXNB,train
9992-RRAMN,train
2984-AFWNC,train
5378-IKEEG,train
5244-IRFIH,train
5688-KZTSN,train
7072-MBHEV,train
7356-IWLFW,train
1391-UBDAR,train
0750-EKNGL,train
3387-VATUS,train
5919-VCZYM,train
9199-PWQVC,train
7683-CBDKJ,train
9500-WBGRP,train
5572-ZDXHY,train
2848-YXSMW,train
5813-UECBU,train
5914-GXMDA,train
2011-TRQYE,train
3258-SYSWS,train
4056-QHXHZ,train
2243-FNMMI,train
5793-YOLJN,train
8859-YSTWS,train
0420-HLGXF,train
9809-IMGCQ,train
6778-YSNIH,train
1564-HJUVY,train
0357-NVCRI,train
0634-SZPQA,train
6229-UOLQL,train
5821-MMEIL,train
2546-KZAAT,train
3348-CFRNX,train
8932-CZHRQ,train
9134-WYRVP,train
8908-NMQTX,train
2815-CPTUL,train
3199-NPKCN,train
2272-QAGFO,train
7576-JMYWV,train
2623-DRYAM,train
7511-YMXVQ,train
3570-YUEKJ,train
0406-BPDVR,train
3712-PKXZA,train
8417-GSODA,train
2474-BRUCM,train
8571-ZCMCX,train
2956-GGUCQ,train
4652-ODEVH,train
9250-WYPLL,train
7351-MHQVU,train
2619-WFQWU,train
5884-FBCTL,train
0722-SVSFK,train
2465-BLLEU,train
1573-LGXBA,train
4508-OEBEY,train
3963-RYFNS,train
8249-THVEC,train
1699-HPSBG,train
1196-AMORA,train
6582-PLFUU,train
5120-ZBLAI,train
1414-YADCW,train
8356-WUAOJ,train
9643-YBLUR,train
2121-JAFOM,train
0947-MUGVO,train
7766-CLTIC,train
4933-IKULF,train
6734-CKRSM,train
4398-HSCJH,train
8276-MQBYC,train
6631-HMANX,train
6122-EFVKN,train
5382-TEMLV,train
6752-APNJL,train
5909-ECHUI,train
8295-KMENE,train
6341-AEVKX,train
4544-RXFMG,train
3528-HFRIQ,train
0961-ZWLVI,train
2316-ESMLS,train
5701-SVCWR,train
6543-JXSOO,train
8260-NGFNY,train
7634-WSWDB,train
3108-PCCGG,train
0756-MPZRL,train
8454-AATJP,train
3810-DVDQQ,train
5804-LEPIM,train
4770-UEZOX,train
7310-EGVHZ,train
9947-OTFQU,train
4831-EOBFE,train
7599-NTMDP,train
6180-YBIQI,train
9137-NOQKA,train
8777-MBMTS,train
1354-YZFNB,train
0137-UDEUO,train
4450-YOOHP,train
5701-ZIKJE,train
8824-RWFXJ,train
6097-EQISJ,train
3247-MHJKM,train
1752-OZXFY,train
6467-CHFZW,train
6168-WFVVF,train
7776-QWNFX,train
9208-OLGAQ,train
4119-ZYPZY,train
8075-GXIUB,train
0343-QLUZP,train
9392-XBGTD,train
2410-CIYFZ,train
0496-AHOOK,train
4441-NIHPT,train
1506-YJTYT,train
7115-IRDHS,train
3413-DHLPB,train
0787-LHDYT,train
6022-KOUQO,train
2232-DMLXU,train
2126-GSEGL,train
0716-BQNDX,train
5294-IMHHT,train
2160-GPFXD,train
3807-BPOMJ,train
8060-HIWJJ,train
0822-QGCXA,train
5151-HQRDG,train
5567-GZKQY,train
7351-KYHQH,train
7833-PKIHD,train
6670-MFRPK,train
3662-FXJFO,train
9251-AWQGT,train
3987-KQDDU,train
6833-JMZYP,train
9680-NIAUV,train
4871-JTKJF,train
0673-IGUQO,train
2072-ZVJJX,train
4948-WBBKL,train
2851-MMUTZ,train
8263-JQAIK,train
6821-JPCDC,train
5895-QSXOD,train
5176-LDKUH,train
7156-MHUGY,train
3798-EPWRR,train
9426-SXNHE,train
1092-WPIVQ,train
6092-QZVPP,train
7619-PLRLP,train
8885-QSQBX,train
8436-BJUMM,train
5214-CHIWJ,train
6937-GCDGQ,train
9770-KXGQU,train
4868-AADLV,train
1432-FPAXX,train
1539-LNKHM,train
5227-JSCFE,train
2804-ETQDK,train
7206-PQBBZ,train
0191-EQUUH,train
1453-RZFON,train
2722-JMONI,train
4501-EQDRN,train
0320-DWVTU,train
0795-GMVQO,train
4685-ERGHK,train
5696-QURRL,train
9871-ELEYA,train
9451-LPGOO,train
7596-LDUXP,train
0196-JTUQI,train
4971-PUYQO,train
7797-EJMDP,train
2672-TGEFF,train
4059-IIEBK,train
7858-GTZSP,train
8510-BBWMU,train
0308-IVGOK,train
2018-PZKMU,train
0334-ZFJSR,train
7969-FFOWG,train
1022-RKXDR,train
4789-KWMXN,train
9169-BSVIN,train
8752-GHJFU,train
6261-RCVNS,train
9453-PATOS,train
4676-WLUHT,train
7446-YPODE,train
0839-QNXME,train
7753-USQYQ,train
6972-SNKKW,train
6135-OZQVA,train
0582-AVCLN,train
0409-WTMPL,train
5197-LQXXH,train
7503-ZGUZJ,train
1697-BCSHV,train
6101-IMRMM,train
5197-PYEPU,train
0093-EXYQL,train
9975-SKRNR,train
9862-KJTYK,train
2176-LVPNX,train
6840-RESVB,train
1582-RAFML,train
4061-UKJWL,train
6425-YQLLO,train
3097-FQTVJ,train
0320-JDNQG,train
5067-WJEUN,train
7916-VCCPB,train
4334-HOWRP,train
4439-YRNVD,train
4804-NCPET,train
3050-GBUSH,train
0197-PNKNK,train
7105-MXJLL,train
0578-SKVMF,train
0280-XJGEX,train
9512-PHSMG,train
4373-MAVJG,train
1140-UKVZG,train
3154-HMWUU,train
7396-VJUZB,train
7576-OYWBN,train
6358-LYNGM,train
3838-OZURD,train
2351-BKRZW,train
0675-NCDYU,train
5792-JALQC,train
8634-CILSZ,train
3755-JBMNH,train
9830-ECLEN,train
9585-KKMFD,train
8630-FJLIB,train
0253-ZTEOB,train
6502-KUGLL,train
9938-TKDGL,train
5445-UTODQ,train
5339-TJFEK,train
1915-OAKWD,train
9337-SRRNI,train
1293-BSEUN,train
6465-GSRCL,train
9750-BOOHV,train
6158-DWPZT,train
1251-STYSZ,train
3546-GHEAE,train
3138-BKYAV,train
8348-JLBUG,train
5887-IKKYO,train
1548-ARAGG,train
9504-YAZWB,train
7639-OPLNG,train
7694-VLBWQ,train
5003-OKNNK,train
3181-VTHOE,train
4291-YZODP,train
6981-TDRFT,train
5309-TAIKL,train
2656-TABEH,train
6922-NCEDI,train
7103-IPXPJ,train
9953-ZMKSM,train
7074-STDCN,train
6635-MYYYZ,train
2460-NGXBJ,train
4770-QAZXN,train
5071-FBJFS,train
1834-WULEG,train
6599-CEBNN,train
8099-MZPUJ,train
9805-FILKB,train
8100-HZZLJ,train
8017-LXHFA,train
9646-NMHXE,train
9565-FLVCG,train
7234-KMNRQ,train
7107-UBYKY,train
5519-YLDGW,train
1137-DGOWI,train
3498-LZGQZ,train
5872-OEQNH,train
6348-SNFUS,train
0036-IHMOT,train
4803-LBYPN,train
0345-HKJVM,train
3359-DSRKA,train
5628-RKIFK,train
7853-GVUDZ,train
4578-PHJYZ,train
7608-RGIRO,train
5743-KHMNA,train
5346-BZCHP,train
0742-NXBGR,train
7486-KSRVI,train
4189-NAKJS,train
5406-KGRMX,train
5980-NOPLP,train
0303-WMMRN,train
7602-MVRMB,train
4143-OOBWZ,train
9415-DPEWS,train
1814-DKOLC,train
3249-ZPQRG,train
0644-OQMDK,train
3750-RNQKR,train
7674-YTAFD,train
4616-EWBNJ,train
1585-MQSSU,train
9158-VCTQB,train
9959-WOFKT,train
5906-DVAPM,train
3754-DXMRT,train
6439-LAJXL,train
6407-GSJNL,train
6620-JDYNW,train
3137-NYQQI,train
6038-GCYEC,train
4774-HHGGS,train
2027-CWDNU,train
5386-THSLQ,train
8920-NAVAY,train
4807-IZYOZ,train
5199-FPUSP,train
8513-OLYGY,train
6464-KEXXH,train
3391-JSQEW,train
8450-LUGUK,train
3043-TYBNO,train
4083-EUGRJ,train
5229-DTFYB,train
6546-OPBBH,train
7968-QUXNS,train
9489-DEDVP,train
7562-GSUHK,train
7389-KBFIT,train
1307-TVUFB,train
3506-LCJDC,train
7721-DVEKZ,train
3806-YAZOV,train
6905-NIQIN,train
4614-NUVZD,train
2075-RMJIK,train
9831-BPFRI,train
3078-ZKNTS,train
7252-NTGSS,train
7409-JURKQ,train
3410-MHHUM,train
1480-BKXGA,train
5066-GFJMM,train
7665-TOALD,train
5914-XRFQB,train
7558-IMLMT,train
8498-XXGWA,train
7929-SKFGK,train
1925-TIBLE,train
2229-DPMBI,train
1265-BCFEO,train
1222-LRYKO,train
3717-OFRTN,train
7978-DKUQH,train
4829-ZLJTK,train
5248-KWLAR,train
6437-UDQJM,train
7850-VWJUU,train
4106-HADHQ,train
1455-HFBXA,train
1564-NTYXF,train
0512-FLFDW,train
6156-UZDLF,train
1162-ECVII,train
4749-OJKQU,train
9026-RNUJS,train
9970-QBCDA,train
4030-VPZBD,train
5716-LIBJC,train
3001-CBHLQ,train
1839-UMACK,train
0936-NQLJU,train
2719-BDAQO,train
5312-TSZVC,train
7854-FOKSF,train
4837-QUSFT,train
1258-YMZNM,train
7379-FNIUJ,train
8444-WRIDW,train
4727-MCYZG,train
8217-QYOHV,train
5073-WXOYN,train
4572-DVCGN,train
5174-RNGBH,train
0428-IKYCP,train
0697-ZMSWS,train
0495-RVCBF,train
4958-GZWIY,train
7009-LGECI,train
2081-VEYEH,train
7801-CEDNV,train
0862-PRCBS,train
8510-TMWYB,train
4847-TAJYI,train
6904-JLBGY,train
6629-CZTTH,train
1919-RTPQD,train
7850-THJMU,train
9708-KFDBY,train
8647-SDTWQ,train
0690-SRQID,train
2294-SALNE,train
6729-FZWSY,train
5702-SKUOB,train
3308-DGHKL,train
8957-THMOA,train
8197-BFWVU,train
1837-YQUCE,train
0835-JKADZ,train
6873-UDNLD,train
9725-SCPZG,train
3043-SUDUA,train
1660-HSOOQ,train
8734-DKSTZ,train
3494-JCHRQ,train
3976-BWUCK,train
6633-SYEUS,train
8625-AZYZY,train
5349-IECLD,train
1850-AKQEP,train
8969-PRHFK,train
4274-OWWYO,train
4609-KNNWG,train
4702-IOQDC,train
9619-GSATL,train
3088-LHEFH,train
4184-TJFAN,train
5627-TVBPP,train
3090-LETTY,train
7895-VONWT,train
7839-NUIAA,train
2882-DDZPG,train
6435-VWCCY,train
1254-IZEYF,train
4629-NRXKX,train
3556-BVQGL,train
4673-KKSLS,train
3192-NQECA,train
3021-VLNRJ,train
3874-EQOEP,train
7576-ASEJU,train
7711-YIJWC,train
0229-LFJAF,train
3736-BLEPA,train
1173-XZPYF,train
0426-TIRNE,train
7176-WIONM,train
1389-WNUIB,train
0193-ESZXP,train
7349-ALMUX,train
2690-DVRVK,train
8317-BVKSO,train
9223-UCPVT,train
2379-ENZGV,train
7103-ZGVNT,train
5816-JMLGY,train
7243-LCGGZ,train
4597-NUCQV,train
0723-DRCLG,train
7020-OZKXZ,train
6772-WFQRD,train
1089-HDMKP,train
4139-JPIAM,train
9090-SGQXL,train
6131-JLWZM,train
1498-NHTLT,train
4644-PIZRT,train
5208-FVQKB,train
9894-EZEWG,train
7607-QKKTJ,train
3606-SBKRY,train
0691-NIKRI,train
2842-JTCCU,train
9912-GVSEQ,train
0687-ZVTHB,train
4273-MBHYA,train
3583-KRKMD,train
4707-MAXGU,train
0106-GHRQR,train
3705-RHRFR,train
8417-FMLZI,train
9795-VOWON,train
6762-QVYJO,train
9659-QEQSY,train
9774-NRNAU,train
9342-VNIMQ,train
1125-SNVCK,train
5493-SDRDQ,train
5393-RXQSZ,train
3863-QSTYI,train
2667-WYLWJ,train
0392-BZIUW,train
8205-OTCHB,train
6330-JKLPC,train
5075-JSDKI,train
2675-OTVVJ,train
4110-PFEUZ,train
1478-VPOAD,train
7113-HIPFI,train
1333-PBMXB,train
4198-VFOEA,train
1163-ONYEY,train
5766-FTRTS,train
7609-NRNCA,train
3285-UCQVC,train
4390-KYULV,train
7145-FEJWU,train
5201-CBWYG,train
0021-IKXGC,train
6599-GZWCM,train
0657-DOGUM,train
7665-VIGUD,train
5356-RHIPP,train
2542-HYGIQ,train
8800-JOOCF,train
7064-JHXCE,train
7268-IGMFD,train
7394-FKDNK,train
8344-WFMFH,train
2509-TFPJU,train
9546-KDTRB,train
9734-UYXQI,train
9402-CXWPL,train
7673-BQGKU,train
0396-YCHWO,train
9614-RMGHA,train
8919-FYFQZ,train
1291-CUOCY,train
3473-XIIIT,train
7696-AMHOD,train
5472-CVMDX,train
5899-MQZZL,train
2342-CKIAO,train
2014-MKGMH,train
5687-DKDTV,train
7517-SAWMO,train
4797-AXPXK,train
1208-DNHLN,train
6615-NGGZJ,train
1268-ASBGA,train
6289-CPNLD,train
0895-LNKRC,train
8148-NLEGT,train
4957-TREIR,train
3308-JSGML,train
9101-BWFSS,train
7901-IIDQV,train
2070-XYMFH,train
1303-SRDOK,train
3956-CJUST,train
0661-XEYAN,train
9152-AMKAK,train
4822-NGOCH,train
1670-SVOWZ,train
9958-MEKUC,train
4338-EYCER,train
7147-AYBAA,train
3070-BDOQC,train
5375-XLDOF,train
9137-UIYPG,train
9762-YAQAA,train
0282-NVSJS,train
3886-CERTZ,train
7975-JMZNT,train
0722-TROQR,train
6416-YJTTB,train
9931-DCEZH,train
5923-GXUOC,train
1732-FEKLD,train
5676-CFLYY,train
5312-IRCFR,train
3945-GFWQL,train
7639-LIAYI,train
2832-KJCRD,train
3950-VPYJB,train
4636-OLWOE,train
8979-CAMGB,train
8745-PVESG,train
6556-DBKZF,train
9617-INGJY,train
4146-SVFUD,train
0151-ONTOV,train
3158-MOERK,train
0575-CUQOV,train
7821-DPRQE,train
1930-WNXSB,train
0570-BFQHT,train
3224-DFQNQ,train
1465-VINDH,train
7302-ZHMHP,train
7614-QVWQL,train
0374-IOEGQ,train
7636-OWBPG,train
9068-VPWQQ,train
4695-WJZUE,train
9625-QNLUX,train
6121-VZNQB,train
2988-QRAJY,train
6876-ADESB,train
4236-UJPWO,train
0310-SUCIN,train
2612-RRIDN,train
8464-EETCQ,train
3815-SLMEF,train
5126-RCXYW,train
8232-CTLKO,train
8499-BRXTD,train
6837-BJYDQ,train
0378-NHQXU,train
1423-BMPBQ,train
0419-YAAPX,train
2226-ICFDO,train
7729-JTEEC,train
6924-TDGMT,train
7785-RDVIG,train
6393-WRYZE,train
6231-WFGFH,train
4565-EVZMJ,train
5168-MSWXT,train
4510-HIMLV,train
8259-DZLIZ,train
7550-WIQVA,train
7009-PCARS,train
7711-GQBZC,train
9306-CPCBC,train
5027-QPKTE,train
3009-JWMPU,train
5149-QYTTU,train
3834-XUIFC,train
3296-SILRA,train
6789-HJBWG,train
3398-GCPMU,train
3763-GCZHZ,train
2205-LPVGL,train
6695-FRVEC,train
1226-JZNKR,train
5569-OUICF,train
1241-FPMOF,train
0078-XZMHT,train
9625-QSTYE,train
4837-PZTIC,train
1735-XMJVH,train
4690-PKDQG,train
0128-MKWSG,train
1153-GNOLC,train
0612-RTZZA,train
9798-OPFEM,train
5453-AXEPF,train
8082-GHXOP,train
6447-EGDIV,train
8816-VXNZD,train
1399-OUPJN,train
8050-WYBND,train
7716-YTYHG,train
2709-UQGNP,train
6516-NKQBO,train
2674-MLXMN,train
1724-BQUHA,train
7901-HXJVA,train
6060-DRTNL,train
4646-QZXTF,train
8166-ZZTFS,train
7033-CLAMM,train
7783-YKGDV,train
0917-EZOLA,train
5985-TBABQ,train
4385-GZQXV,train
6061-PQHMK,train
7473-ZBDSN,train
9739-JLPQJ,train
0354-WYROK,train
6176-YJWAS,train
6518-PPLMZ,train
4361-BKAXE,train
2479-BRAMR,train
3507-GASNP,train
2200-DSAAL,train
8328-SKJNO,train
9548-LIGTA,train
9269-CQOOL,train
6250-CGGUN,train
7089-RKVSZ,train
7163-OCEQI,train
8046-DNVTL,train
2792-LSHWX,train
9191-MYQKX,train
2040-XBAVJ,train
0708-LGSMF,train
5322-TEUJK,train
9921-EZKBY,train
6650-VJONK,train
6485-QXWWE,train
4446-BZKHU,train
1591-XWLGB,train
4455-BFSPD,train
1184-PJVDB,train
7979-CORPM,train
3946-JEWRQ,train
6188-UXBBR,train
3913-RDSJZ,train
8216-AZUUZ,train
3401-URHDA,train
1666-JZPZT,train
0295-QVKPB,train
4641-FROLU,train
0831-JNISG,train
8305-VHZBZ,train
8467-WYNSR,train
3488-PGMQJ,train
2607-FBDFF,train
5684-FJVYR,train
7874-ECPQJ,train
2082-CEFLT,train
0422-OHQHQ,train
8878-HMWBV,train
2817-NTQDO,train
6285-FTQBF,train
6878-GGDWG,train
7328-ZJAJO,train
5186-PEIZU,train
4632-XJMEX,train
6696-YDAYZ,train
5673-TIYIB,train
9371-BITHB,train
2144-ESWKO,train
1982-FEBTD,train
8108-UXRQN,train
3244-CQPHU,train
5655-JSMZM,train
1792-UXAFY,train
1212-GLHMD,train
7541-YLXCL,train
0178-SZBHO,train
1734-ZMNTZ,train
4598-ZADCK,train
4712-UYOOI,train
9708-HPXWZ,train
9462-MJUAW,train
0840-DCNZE,train
9391-DXGGG,train
4951-UKAAQ,train
6645-MXQJT,train
6425-JWTDV,train
5997-OPVFA,train
5153-RTHKF,train
5049-GLYVG,train
2856-NNASM,train
7247-XOZPB,train
8563-IIOXK,train
6384-VMJHP,train
1064-FBXNK,train
4129-LYCOI,train
3137-LUPIX,train
1891-FZYSA,train
8631-WUXGY,train
8329-UTMVM,train
8775-LHDJH,train
0679-TDGAK,train
8884-MRNSU,train
4822-YCXMX,train
3656-TKRVZ,train
9050-IKDZA,train
2495-TTHBQ,train
3030-ZKIWL,train
5269-NRGDP,train
0895-UADGO,train
8774-GSBUN,train
8184-WMOFI,train
6585-WCEWR,train
9348-ROUAI,train
2692-AQCPF,train
7707-PYBBH,train
0447-RXSGD,train
8221-EQDGL,train
1084-MNSMJ,train
8823-RLPWL,train
7547-EKNFS,train
5494-WOZRZ,train
8384-FZBJK,train
9957-YODKZ,train
0386-CWRGM,train
1216-JWVUX,train
0188-GWFLE,train
9626-VFRGG,train
4566-QVRRW,train
0125-LZQXK,train
9227-UAQFT,train
3606-TWKGI,train
2320-JRSDE,train
9929-PLVPA,train
5995-WWKKG,train
3170-GWYKC,train
7956-XQWGU,train
1087-GRUYI,train
0122-OAHPZ,train
6718-BDGHG,train
0786-VSSUD,train
1052-QJIBV,train
0942-KOWSM,train
0508-SQWPL,train
1450-SKCVI,train
2277-AXSDC,train
2202-OUTMO,train
3262-EIDHV,train
4636-JGAAI,train
3871-IKPYH,train
3258-SANFR,train
2908-ZTPNF,train
2577-GVSIL,train
2592-SEIFQ,train
3701-SFMUH,train
1215-VFYVK,train
7219-TLZHO,train
2197-OMWGI,train
8746-BFOAJ,train
4782-OSFXZ,train
3541-ZNUHK,train
2208-UGTGR,train
7480-QNVZJ,train
0643-OKLRP,train
3682-YEUWS,train
3896-ZVNET,train
9488-FYQAU,train
3814-MLAXC,train
3134-DSHVC,train
3723-BFBGR,train
8468-FZTOE,train
4884-TVUQF,train
3274-NSDWE,train
5619-PTMIK,train
2504-DSHIH,train
6437-UKHMV,train
5716-EZXZN,train
4808-YNLEU,train
6927-WTFIV,train
7240-FQLHE,train
3853-LYGAM,train
9036-CSKBW,train
7255-SSFBC,train
9142-KZXOP,train
4615-PIVVU,train
0315-LVCRK,train
0020-JDNXP,train
3550-SAHFP,train
1905-OEILC,train
5748-RNCJT,train
4139-DETXS,train
6719-FGEDO,train
8780-YRMTT,train
4430-YHXGG,train
3378-AJRAO,train
6928-ONTRW,train
6980-IMXXE,train
2371-JQHZZ,train
6734-GMPVK,train
6916-HIJSE,train
1698-XFZCI,train
